Clave,Descripción,Principio Activo,Laboratorio,IVA,SKU,PRECIO,Categoria
AM-70,SOLURAL SOL. NARANJA-MANDARINA FCO. C/500 ML. CAJA C/12,ELECTROLITOS ORALES,ANTIBIOTICOS DE MEXICO,N,17501349029207,$195.44,Hidratación / Rehidratación
AM-71,DIFENIDOL INY. 40 MG. CAJA C/2 AMP. C/2 ML.,DIFENIDOL,ANTIBIOTICOS DE MEXICO,N,7501349028937,$17.70,
AM-72,POPRAM TAB. 40 MG. CAJA C/14,PANTOPRAZOL,ANTIBIOTICOS DE MEXICO,N,7501349028364,$31.81,Gastrointestinal
AM-73,"COMBEDI DL INY. C/3 AMP. C/2 ML. Y 3 AMP. C/1 ML. (DICLOFENACO,LIDOCAINA,COMPLEJO B)","DICLOFENACO, LIDOCAINA, COMPLEJO B",ANTIBIOTICOS DE MEXICO,N,7501349028586,$59.92,Analgésicos / AINEs
AM-73,"COMBEDI DL INY. C/3 AMP. C/2 ML. Y 3 AMP. C/1 ML. (DICLOFENACO,LIDOCAINA,COMPLEJO B)","DICLOFENACO, LIDOCAINA, COMPLEJO B",ANTIBIOTICOS DE MEXICO,N,7501349028586,$59.92,Analgésicos / AINEs
AM-75,COMBEDI DX CAJA C/3+3 AMP. C/3 JERINGAS (COMPLEJO B/ DEXAMETASONA),COMPLEJO B-DEXAMETASONA-LIDOCAINA,ANTIBIOTICOS DE MEXICO,N,7501349029613,$64.51,Combinados
AM-76,COMBEDI INY. C/5 AMP. 100/50/10 MG. (COMPLEJO B),TIAMINA-PIRIDOXINA-CIANOCOBALAMINA,ANTIBIOTICOS DE MEXICO,N,7501349029019,$71.90,Combinados
AM-77,SOLURAL SOL. FRESA-KIWI FCO. C/500 ML. CAJA C/12,ELECTROLITOS ORALES,ANTIBIOTICOS DE MEXICO,N,17501349019703,$195.44,Hidratación / Rehidratación
AM-78,SOLURAL SOL. LIMA-LIMON FCO. C/500 ML. CAJA C/12,ELECTROLITOS ORALES,ANTIBIOTICOS DE MEXICO,N,17501349029108,$195.44,Hidratación / Rehidratación
AM-79,SOLURAL PEDIATRICO SABOR UVA FCO. C/500 ML. CAJA C/12,ELECTROLITOS ORALES,ANTIBIOTICOS DE MEXICO,N,17501349011745,$195.44,Hidratación / Rehidratación
AM-80,SOLURAL SOL. UVA FCO. C/500 ML. CAJA C/12,ELECTROLITOS ORALES,ANTIBIOTICOS DE MEXICO,N,17501349011776,$195.44,Hidratación / Rehidratación
AM-80,SOLURAL SOL. UVA FCO. C/500 ML. CAJA C/12,ELECTROLITOS ORALES,ANTIBIOTICOS DE MEXICO,N,17501349011776,$195.44,Hidratación / Rehidratación
AM-81,SOLUFIT ZERO SOL. FRESA-KIWI C/500 ML CAJA C/12,AGUA PURIFICADA-CLORURO DE POTASIO-ACIDO MALICO-CLORURO DE SODIO-SABORIZANTE NATURAL-SABORIZANTE ARTIFICIAL A FRESA-CLORURO DE CALCIO-SABORIZANTE ARTIFICI,ANTIBIOTICOS DE MEXICO,Y,7501349021716,$271.31,Combinados
AM-82,SOLUFIT ZERO SOL. UVA C/500 ML. CAJA C/12,AGUA PURIFICADA-CLORURO DE POTASIO-ACIDO CITRICO-CLORURO DE SODIO-SABORIZANTE ARTIFICIAL A UVA-SABORIZANTE NATURAL-CLORURO DE CALCIO-CLORURO DE MAGNESIO-A,ANTIBIOTICOS DE MEXICO,Y,7501349021747,$271.31,Combinados
AM-83,SOLURAL SOL. MORA AZUL  FCO. C/500 ML. CAJA C/12,ELECTROLITOS ORALES,ANTIBIOTICOS DE MEXICO,N,17501349011981,$195.44,Hidratación / Rehidratación
AM-84,SOLURAL SOL. JAMAICA FCO. C/500 ML. CAJA C/12,"CLORURO DE SODIO, CLORURO DE POTASIO, CLORURO DE CALCIO, CLORURO DE MAGNESIO",ANTIBIOTICOS DE MEXICO,N,17501349011189,$195.44,
AMGI-01,AMPICILINA INY. 500 MG. FCO. AMP. C/PVO. Y AMP. C/2 ML.,AMPICILINA,ANTIBIOTICOS DE MEXICO,N,7501349021051,$21.95,Antibióticos
AMGI-02,"BENCILPENICILINA SODICA CRISTALINA 1,000,000 U INY. AMP. C/2 ML.",BENCILPENICILINA SODICA CRISTALINA,ANTIBIOTICOS DE MEXICO,N,7501349022942,$24.75,Antibióticos
AMGI-04,"BENZATINA BENCILPENICILINA 1,200,000 U. FCO. AMP. C/PVO. Y AMP. C/5 ML.",BENZATINA BENCILPENICILINA,ANTIBIOTICOS DE MEXICO,N,7501349025288,$23.86,Antibióticos
AMGI-05,"BENCILPENICILINA BENZAT COMP. 1,200,000 FCO. AMP. C/PVO. Y AMP. C/3 ML.",BENCILPENICILINA BENZATINICA-PROCAINICA-CRISTALINA,ANTIBIOTICOS DE MEXICO,N,7501349025271,$25.65,Antibióticos
AMGI-06,"BENCILPENICILINA PROCAINICA CRIST. INY. 400,000 U. FCO. AMP. Y AMP. C/2 ML.",BENCILPENICILINA PROCAINICA Y CRISTALINA,ANTIBIOTICOS DE MEXICO,N,7501349022966,$18.82,Antibióticos
AMGI-07,"BENCILPENICILINA PROCAINICA CRIST INY. 800,000 U. FCO. AMP. Y AMP. C/2 ML.",BENCILPENICILINA PROCAINICA Y CRISTALINA,ANTIBIOTICOS DE MEXICO,N,7501349021495,$23.18,Antibióticos
AMGI-08,CEFUROXIMA INY. 750 MG. FCO. AMP. C/PVO. Y AMP. C/5 ML.,CEFUROXIMA,ANTIBIOTICOS DE MEXICO,N,7501125195105,$48.16,Antibióticos
AMGI-09,CEFOTAXIMA INY. 1G. I.M. FCO. AMP. C/PVO. Y AMP. C/4 ML.,CEFOTAXIMA-LIDOCAINA,ANTIBIOTICOS DE MEXICO,N,7501349022515,$36.29,Antibióticos
AMGI-10,CEFOTAXIMA INY. 1 G. I.V. FCO. AMP. Y AMP. C/4 ML.,CEFOTAXIMA,ANTIBIOTICOS DE MEXICO,N,7501349022133,$40.54,Antibióticos
AMGI-100,METOTREXATO TAB. 2.5 MG. CAJA C/50,METOTREXATO,ANTIBIOTICOS DE MEXICO,N,7501349023468,$229.60,
AMGI-101,SALBUTAMOL SOL. P/NEBULIZAR 5 MG. ENV. C/10 ML. (CON NEBULIZADOR),SALBUTAMOL,ANTIBIOTICOS DE MEXICO,N,7501349028050,$45.02,Broncodilatadores
AMGI-102,ESCITALOPRAM TAB. 10 MG. CAJA C/14,ESCITALOPRAM,ANTIBIOTICOS DE MEXICO,N,7501349024465,$46.70,
AMGI-103,VENLAFAXINA CAP. L.P. 75 MG. CAJA C/20,VENLAFAXINA,ANTIBIOTICOS DE MEXICO,N,7501349025530,$72.80,
AMGI-104,PREGABALINA CAP. 75 MG. CAJA C/14,PREGABALINA,ANTIBIOTICOS DE MEXICO,N,7501349025967,$45.14,
AMGI-105,PREGABALINA CAP. 75 MG. CAJA C/28,PREGABALINA,ANTIBIOTICOS DE MEXICO,N,7501349025943,$72.02,
AMGI-106,PREGABALINA CAP. 150 MG. CAJA C/14,PREGABALINA,ANTIBIOTICOS DE MEXICO,N,7501349022959,$44.46,
AMGI-107,PREGABALINA CAP. 150 MG. CAJA C/28,PREGABALINA,ANTIBIOTICOS DE MEXICO,N,7501349022935,$116.48,
AMGI-109,MONTELUKAST COMP. 10 MG. CAJA C/20,MONTELUKAST,ANTIBIOTICOS DE MEXICO,N,7501349024991,$55.55,
AMGI-11,CEFALOTINA INY. 1 G. FCO. AMP. C/PVO. Y AMP. C/5 ML.,CEFALOTINA,ANTIBIOTICOS DE MEXICO,N,7501349022768,$64.29,Antibióticos
AMGI-113,TELMISARTAN HIDROCLOROTIAZIDA TAB. 80 MG./12.5 MG. CAJA C/14,TELMISARTAN-HIDROCLOROTIAZIDA,ANTIBIOTICOS DE MEXICO,N,7501349029729,$40.54,Combinados
AMGI-114,TELMISARTAN HIDROCLOROTIAZIDA TAB. 80 MG./12.5 MG. CAJA C/28,TELMISARTAN-HIDROCLOROTIAZIDA,ANTIBIOTICOS DE MEXICO,N,7501349029736,$81.98,Combinados
AMGI-115,TELMISARTAN HIDROCLOROTIAZIDA TAB. 80 MG./25 MG. CAJA C/14,TELMISARTAN-HIDROCLOROTIAZIDA,ANTIBIOTICOS DE MEXICO,N,7501349029835,$71.68,Combinados
AMGI-116,TELMISARTAN HIDROCLOROTIAZIDA TAB. 80 MG/25 MG. CAJA C/28,TELMISARTAN-HIDROCLOROTIAZIDA,ANTIBIOTICOS DE MEXICO,N,7501349029842,$97.33,Combinados
AMGI-117,BROMURO DE IPRATROPIO-SALBUTAMOL 0.5/2.5 MG. SOL. P/NEBUL. C/10 AMP. C/2.5 ML.,IPRATROPIO-SALBUTAMOL,ANTIBIOTICOS DE MEXICO,N,7501349029330,$107.30,Combinados
AMGI-118,AMOXICILINA ACIDO CLAVULANICO SUSP. 200/28.57 MG. FCO. C/50 ML.,AMOXICILINA-ACIDO CLAVULANICO,ANTIBIOTICOS DE MEXICO,N,7501349029255,$25.98,Antibióticos
AMGI-119,AMOXICILINA ACIDO CLAVULANICO SUSP. 400/57.14 MG. FCO. C/50 ML.,AMOXICILINA-ACIDO CLAVULANICO,ANTIBIOTICOS DE MEXICO,N,7501349029828,$34.83,Antibióticos
AMGI-12,CEFTRIAXONA INY. 500 MG. I.M. FCO. AMP. C/PVO. Y AMP. C/2 ML.,CEFTRIAXONA-LIDOCAINA,ANTIBIOTICOS DE MEXICO,N,7501349021471,$23.97,Antibióticos
AMGI-120,AMOXICILINA ACIDO CLAVULANICO TAB. 875/125 MG. CAJA C/FCO. C/10,AMOXICILINA-ACIDO CLAVULANICO,ANTIBIOTICOS DE MEXICO,N,7501349026230,$54.66,Antibióticos
AMGI-121,BUDESONIDA SUSP. P/NEBUL. 0.500 MG/2ML CAJA C/5 FCOS. AMP.,BUDESONIDA,ANTIBIOTICOS DE MEXICO,N,7501349024304,$189.73,Corticoides inhalados
AMGI-124,LAMOTRIGINA TAB. MAST. Y/O DISP. 100 MG. C/28,LAMOTRIGINA,ANTIBIOTICOS DE MEXICO,N,7501349020085,$43.57,
AMGI-124,LAMOTRIGINA TAB. MAST. Y/O DISP. 100 MG. C/28,LAMOTRIGINA,ANTIBIOTICOS DE MEXICO,N,7501349020085,$43.57,
AMGI-125,LEVETIRACETAM TAB. 500 MG. CAJA C/60,LEVETIRACETAM,ANTIBIOTICOS DE MEXICO,N,7501349021112,$142.46,
AMGI-125,LEVETIRACETAM TAB. 500 MG. CAJA C/60,LEVETIRACETAM,ANTIBIOTICOS DE MEXICO,N,7501349021112,$142.46,
AMGI-126,LEVOFLOXACINO TAB. 750 MG. CAJA C/7,LEVOFLOXACINO,ANTIBIOTICOS DE MEXICO,N,7501349021433,$53.87,Antibióticos
AMGI-127,OLANZAPINA TAB. 10 MG. CAJA C/14,OLANZAPINA,ANTIBIOTICOS DE MEXICO,N,7501349024243,$54.77,
AMGI-128,ROSUVASTATINA TAB. 10 MG. CAJA C/30,ROSUVASTATINA,ANTIBIOTICOS DE MEXICO,N,7501349024588,$81.98,Hipolipemiantes
AMGI-128,ROSUVASTATINA TAB. 10 MG. CAJA C/30,ROSUVASTATINA,ANTIBIOTICOS DE MEXICO,N,7501349024588,$81.98,Hipolipemiantes
AMGI-129,EZETIMIBA SIMVASTATINA TAB. 10/20 MG. CAJA C/14,EZETIMIBA-SIMVASTATINA,ANTIBIOTICOS DE MEXICO,N,7501349024533,$57.90,Combinados
AMGI-13,CEFTRIAXONA INY. 1 G. I.V. FCO. AMP. C/PVO. Y AMP. C/10 ML.,CEFTRIAXONA,ANTIBIOTICOS DE MEXICO,N,7501349022010,$29.23,Antibióticos
AMGI-13,CEFTRIAXONA INY. 1 G. I.V. FCO. AMP. C/PVO. Y AMP. C/10 ML.,CEFTRIAXONA,ANTIBIOTICOS DE MEXICO,N,7501349022010,$29.23,Antibióticos
AMGI-130,EZETIMIBA SIMVASTATINA TAB. 10/20 MG. CAJA C/28,EZETIMIBA-SIMVASTATINA,ANTIBIOTICOS DE MEXICO,N,7501349024540,$103.38,Combinados
AMGI-130,EZETIMIBA SIMVASTATINA TAB. 10/20 MG. CAJA C/28,EZETIMIBA-SIMVASTATINA,ANTIBIOTICOS DE MEXICO,N,7501349024540,$103.38,Combinados
AMGI-131,MOXIFLOXACINO TAB. 400 MG. CAJA C/7,MOXIFLOXACINO,ANTIBIOTICOS DE MEXICO,N,7501349018150,$103.15,
AMGI-133,LEVOFLOXACINO TAB. 500 MG. CAJA C/7,LEVOFLOXACINO,ANTIBIOTICOS DE MEXICO,N,7501349021419,$40.21,Antibióticos
AMGI-134,MOMETASONA 0.05 G. SUSP. P/INH. PEDIATRICA ENV. C/60 DOSIS C/10 ML.,MOMETASONA,ANTIBIOTICOS DE MEXICO,N,7501349028043,$125.55,
AMGI-135,MOMETASONA 0.05 G. SUSP. P/INH. ENV. C/140 DOSIS C/18 ML.,MOMETASONA,ANTIBIOTICOS DE MEXICO,N,7501349028036,$134.29,
AMGI-136,PIOGLITAZONA TAB. 15 MG. CAJA C/7,PIOGLITAZONA,ANTIBIOTICOS DE MEXICO,N,7501349021211,$12.54,
AMGI-137,ROSUVASTATINA TAB. 20 MG. CAJA C/15,ROSUVASTATINA,ANTIBIOTICOS DE MEXICO,N,7501349024977,$81.98,Hipolipemiantes
AMGI-138,TELMISARTAN TAB. 80 MG. CAJA C/28,TELMISARTAN,ANTIBIOTICOS DE MEXICO,N,7501349025806,$58.58,
AMGI-139,TELMISARTAN TAB. 80 MG. CAJA C/14,TELMISARTAN,ANTIBIOTICOS DE MEXICO,N,7501349025400,$32.14,
AMGI-14,CEFTAZIDIMA INY. 1G. FCO. AMP. C/PVO. Y AMP. C/3 ML.,CEFTAZIDIMA,ANTIBIOTICOS DE MEXICO,N,7501349022799,$53.98,Antibióticos
AMGI-141,ACICLOVIR TAB. 400 MG CAJA C/35,ACICLOVIR,ANTIBIOTICOS DE MEXICO,N,7501349028791,$75.49,Antivirales
AMGI-142,ALFA CETOANÁLOGOS DE AMINOÁCIDOS TAB. 630 MG. CAJA C/100,CALCIO-FENILALANINA-HISTIDINA-ISOLEUCINA--LEUCINA-LISINA-METIONINA-NITROGENO-TIROSINA-TREONINA-TRIPTOFANO-VALINA,ANTIBIOTICOS DE MEXICO,N,7501349022850,$775.94,Combinados
AMGI-144,CEFALEXINA CAP. 500 MG. CAJA C/20,CEFALEXINA,ANTIBIOTICOS DE MEXICO,N,7501349021181,$47.82,Antibióticos
AMGI-145,CINITAPRIDA COMPR. 1 MG. CAJA C/25,CINITAPRIDA,ANTIBIOTICOS DE MEXICO,N,7501349027312,$21.17,
AMGI-146,CLINDAMICINA CAP. 300 MG. CAJA C/16,CLINDAMICINA,ANTIBIOTICOS DE MEXICO,N,7501349020788,$36.29,Antibióticos
AMGI-15,AMPICILINA INY. 1G. CAJA C/FCO. AMP. C/PVO. Y AMP. C/5 ML.,AMPICILINA,ANTIBIOTICOS DE MEXICO,N,7501349022874,$29.57,Antibióticos
AMGI-150,FEXOFENADINA COMPR. 120 MG. CAJA C/10,FEXOFENADINA,ANTIBIOTICOS DE MEXICO,N,7501349027060,$41.44,
AMGI-151,FEXOFENADINA COMPR. 180 MG. CAJA C/10,FEXOFENADINA,ANTIBIOTICOS DE MEXICO,N,7501349025059,$56.34,
AMGI-152,GABAPENTINA CAP. 300 MG. CAJA C/15,GABAPENTINA,ANTIBIOTICOS DE MEXICO,N,7501349020436,$29.12,
AMGI-153,GABAPENTINA CAP. 300 MG. CAJA C/30,GABAPENTINA,ANTIBIOTICOS DE MEXICO,N,7501349020443,$48.94,
AMGI-156,HIERRO DEXTRAN INY. 100 MG. CAJA C/3 AMP. C/2 ML.,HIERRO DEXTRAN,ANTIBIOTICOS DE MEXICO,N,7501349020412,$78.85,
AMGI-156,HIERRO DEXTRAN INY. 100 MG. CAJA C/3 AMP. C/2 ML.,HIERRO DEXTRAN,ANTIBIOTICOS DE MEXICO,N,7501349020412,$78.85,
AMGI-159,LEVOCARNITINA INY. 1 G. CAJA C/5 AMP. C/5 ML.,LEVOCARNITINA,ANTIBIOTICOS DE MEXICO,N,7501349022898,$85.23,
AMGI-16,CEFOTAXIMA INY. 500 MG. I.M. FCO. AMP. C/PVO. Y AMP. C/2 ML.,CEFOTAXIMA-LIDOCAINA,ANTIBIOTICOS DE MEXICO,N,7501349021808,$32.14,Antibióticos
AMGI-160,LEVOCETIRIZINA TAB. 5 MG. CAJA C/10,LEVOCETIRIZINA,ANTIBIOTICOS DE MEXICO,N,7501349028395,$74.03,Antihistamínicos
AMGI-161,LEVOTIROXINA TAB. 100 MCG. CAJA C/100,LEVOTIROXINA SODICA,ANTIBIOTICOS DE MEXICO,N,7501349020153,$65.86,Hormonas tiroideas
AMGI-162,LORATADINA TAB. 10 MG. CAJA C/10,LORATADINA,ANTIBIOTICOS DE MEXICO,N,7501349024779,$12.32,Antihistamínicos
AMGI-163,LOSARTAN COMPR. 50 MG. CAJA C/30,LOSARTAN,ANTIBIOTICOS DE MEXICO,N,7501349028159,$14.34,Antihipertensivos
AMGI-164,PAROXETINA TAB. 20 MG. CAJA C/10,PAROXETINA,ANTIBIOTICOS DE MEXICO,N,7501349024939,$19.38,
AMGI-166,PRAMIPEXOL TAB. 0.5 MG. CAJA C/30,PRAMIPEXOL,ANTIBIOTICOS DE MEXICO,N,7501349024021,$103.94,
AMGI-168,ROSUVASTATINA TAB. 20 MG. CAJA C/30,ROSUVASTATINA,ANTIBIOTICOS DE MEXICO,N,7501349024090,$163.18,Hipolipemiantes
AMGI-169,SERTRALINA TAB. 50 MG. CAJA C/14,SERTRALINA,ANTIBIOTICOS DE MEXICO,N,7501349021310,$32.03,
AMGI-172,"VITAMINAS A D SOL. INGERIBLE 6,000/400 U.I. CAJA C/1 AMP. C/3ML. (RETINOL/ERGOCAL)",VITAMINA A-VITAMINA D,ANTIBIOTICOS DE MEXICO,N,7501349029958,$9.86,Combinados
AMGI-173,"VITAMINAS A D SOL. INGERIBLE 6,000/400 U.I. CAJA C/5 AMP. C/3ML. (RETINOL/ERGOCAL)",VITAMINA A-VITAMINA D,ANTIBIOTICOS DE MEXICO,N,7501349029927,$40.21,Combinados
AMGI-178,TRAMADOL PARACETAMOL TAB. 37.5/325 MG. CAJA C/20,TRAMADOL-PARACETAMOL,ANTIBIOTICOS DE MEXICO,N,7501349029415,$56.34,Combinados
AMGI-178,TRAMADOL PARACETAMOL TAB. 37.5/325 MG. CAJA C/20,TRAMADOL-PARACETAMOL,ANTIBIOTICOS DE MEXICO,N,7501349029415,$56.34,Combinados
AMGI-179,BICALUTAMIDA TAB. 50 MG. CAJA C/14,BICALUTAMIDA,ANTIBIOTICOS DE MEXICO,N,7501349028296,$67.54,
AMGI-18,CLINDAMICINA INY. I.V./I.M. 600 MG. CAJA C/1 AMP. C/4 ML.,CLINDAMICINA,ANTIBIOTICOS DE MEXICO,N,7501349021860,$22.51,Antibióticos
AMGI-181,NAPROXENO TAB. 500 MG. CAJA C/45,NAPROXENO,ANTIBIOTICOS DE MEXICO,N,7501349021655,$50.18,Analgésicos / AINEs
AMGI-182,PENTOXIFILINA TAB. L.P. 400 MG. CAJA C/30,PENTOXIFILINA,ANTIBIOTICOS DE MEXICO,N,7501349028487,$59.47,
AMGI-182,PENTOXIFILINA TAB. L.P. 400 MG. CAJA C/30,PENTOXIFILINA,ANTIBIOTICOS DE MEXICO,N,7501349028487,$59.47,
AMGI-182,PENTOXIFILINA TAB. L.P. 400 MG. CAJA C/30,PENTOXIFILINA,ANTIBIOTICOS DE MEXICO,N,7501349028487,$59.47,
AMGI-182,PENTOXIFILINA TAB. L.P. 400 MG. CAJA C/30,PENTOXIFILINA,ANTIBIOTICOS DE MEXICO,N,7501349028487,$59.47,
AMGI-183,IRBESARTAN TAB. 150 MG. CAJA C/14,IRBESARTAN,ANTIBIOTICOS DE MEXICO,N,7501349022454,$56.34,
AMGI-185,ZOLMITRIPTANO TAB. DISP. 2.5 MG. CAJA C/2,ZOLMITRIPTANO,ANTIBIOTICOS DE MEXICO,N,7501349023543,$36.29,
AMGI-186,CLORFENAMINA COMPUESTA TAB. CAJA C/10,CLORFENAMINA-PARACETAMOL-CAFEINA-FENILEFRINA,ANTIBIOTICOS DE MEXICO,N,7501349029347,$11.20,Combinados
AMGI-187,TRAMADOL PARACETAMOL TAB. 37.5/325 MG. CAJA C/10,TRAMADOL-PARACETAMOL,ANTIBIOTICOS DE MEXICO,N,7501349029811,$43.34,Combinados
AMGI-189,"DIOSMINA, HESPERIDINA TAB. 450/50 MG. CAJA C/20",DIOSMINA-HESPERIDINA,ANTIBIOTICOS DE MEXICO,N,7501349029460,$50.62,Combinados
AMGI-19,CLINDAMICINA INY. 300 MG. CAJA C/1 AMP. C/2 ML.,CLINDAMICINA,ANTIBIOTICOS DE MEXICO,N,7501349020900,$17.58,Antibióticos
AMGI-190,ESCITALOPRAM TAB. 10 MG. CAJA C/28,ESCITALOPRAM,ANTIBIOTICOS DE MEXICO,N,7501349024366,$81.98,
AMGI-193,NAPROXENO TAB. 250 MG. CAJA C/30,NAPROXENO,ANTIBIOTICOS DE MEXICO,N,7501349020320,$20.50,Analgésicos / AINEs
AMGI-194,OLANZAPINA TAB. 5 MG. CAJA C/14,OLANZAPINA,ANTIBIOTICOS DE MEXICO,N,7501349028470,$48.16,
AMGI-195,PREDNISONA TAB. 5 MG. CAJA C/20,PREDNISONA,ANTIBIOTICOS DE MEXICO,N,7501349028494,$11.54,Corticoesteroides
AMGI-198,IPRATROPIO SOL. P/NEBULIZAR 25 MG. CAJA C/FCO. C/20 ML.,IPRATROPIO,ANTIBIOTICOS DE MEXICO,N,7501349024052,$112.34,
AMGI-199,IRBESARTAN TAB. 150 MG. CAJA C/28,IRBESARTAN,ANTIBIOTICOS DE MEXICO,N,7501349022492,$104.50,
AMGI-20,GENTAMICINA INY. 80 MG. CAJA C/1 AMP. C/2 ML.,GENTAMICINA,ANTIBIOTICOS DE MEXICO,N,7501349025387,$9.97,
AMGI-200,IRBESARTAN TAB. 300 MG. CAJA C/14,IRBESARTAN,ANTIBIOTICOS DE MEXICO,N,7501349020535,$96.54,
AMGI-200,IRBESARTAN TAB. 300 MG. CAJA C/14,IRBESARTAN,ANTIBIOTICOS DE MEXICO,N,7501349020535,$96.54,
AMGI-201,IRBESARTAN TAB. 300 MG. CAJA C/28,IRBESARTAN,ANTIBIOTICOS DE MEXICO,N,7501349020542,$173.82,
AMGI-202,DULOXETINA CAP. L.R. 60 MG. CAJA C/14,DULOXETINA,ANTIBIOTICOS DE MEXICO,N,7501349021624,$77.95,
AMGI-204,CIPROFLOXACINO TAB. 250 MG. CAJA C/12,CIPROFLOXACINO,ANTIBIOTICOS DE MEXICO,N,7501349020894,$15.12,Antibióticos
AMGI-206,BUDESONIDA SUSP. P/NEBULIZ. 0.250MG./2ML CAJA C/5 FCOS. AMP.,BUDESONIDA,ANTIBIOTICOS DE MEXICO,N,7501349023987,$157.70,Corticoides inhalados
AMGI-207,KETOROLACO/TRAMADOL INY. 10/25 MG. CAJA C/3 AMP. C/1 ML.,KETOROLACO TROMETAMINA-TRAMADOL,ANTIBIOTICOS DE MEXICO,N,7501349029040,$46.70,Combinados
AMGI-208,MEMANTINA TAB. 10 MG. CAJA C/30,MEMANTINA,ANTIBIOTICOS DE MEXICO,N,7501349024427,$128.24,
AMGI-209,TOLTERODINA TAB. 2 MG. CAJA C/14,TOLTERODINA,ANTIBIOTICOS DE MEXICO,N,7501349023529,$30.91,
AMGI-21,GENTAMICINA INY. 160 MG. CAJA C/1 AMP. C/2 ML.,GENTAMICINA,ANTIBIOTICOS DE MEXICO,N,7501349026377,$15.12,
AMGI-212,KETOPROFENO CAP. 100 MG. CAJA C/15,KETOPROFENO,ANTIBIOTICOS DE MEXICO,N,7501349020979,$42.11,
AMGI-213,BUTILHIOSCINA TAB. 10 MG. CAJA C/10,BUTILHIOSCINA,ANTIBIOTICOS DE MEXICO,N,7501349024601,$14.34,Antiespasmódicos
AMGI-214,MEMANTINA TAB. 20 MG. CAJA C/14,MEMANTINA,ANTIBIOTICOS DE MEXICO,N,7501349024489,$130.37,
AMGI-215,INSULINA GLARGINA INY. 100 U.I. FCO. AMP. C/10 ML.,INSULINA GLARGINA,ANTIBIOTICOS DE MEXICO,N,7501349025158,$340.37,Diabetes
AMGI-216,ACIDO ALENDRONICO TAB. 70 MG. CAJA C/4,ACIDO ALENDRONICO,ANTIBIOTICOS DE MEXICO,N,7501349020870,$34.83,
AMGI-217,MEMANTINA TAB. 20 MG. CAJA C/28,MEMANTINA,ANTIBIOTICOS DE MEXICO,N,7501349024649,$169.79,
AMGI-218,ETORICOXIB COMP. 90 MG. CAJA C/14,ETORICOXIB,ANTIBIOTICOS DE MEXICO,N,7501349027787,$59.14,
AMGI-219,ETORICOXIB COMP. 120 MG. CAJA C/7,ETORICOXIB,ANTIBIOTICOS DE MEXICO,N,7501349027930,$48.94,
AMGI-22,GENTAMICINA INY. 160 MG. CAJA C/5 AMP. C/2 ML.,GENTAMICINA,ANTIBIOTICOS DE MEXICO,N,7501349026094,$63.39,
AMGI-221,LEVETIRACETAM SOL. ORAL 100 MG./ML. FCO. C/300 ML.,LEVETIRACETAM,ANTIBIOTICOS DE MEXICO,N,7501349020702,$427.39,
AMGI-223,BUDESONIDA SUSP. P/INHALACION 1.280 MG. 64 MCG. C/120 DOSIS,BUDESONIDA,ANTIBIOTICOS DE MEXICO,N,7501349024755,$181.33,Corticoides inhalados
AMGI-225,BETAHISTINA TAB. 24 MG. CAJA C/30,BETAHISTINA,ANTIBIOTICOS DE MEXICO,N,7501349029965,$69.78,
AMGI-226,CITALOPRAM TAB. 20 MG. CAJA C/14,CITALOPRAM,ANTIBIOTICOS DE MEXICO,N,7501349024922,$42.11,
AMGI-227,CIPROFIBRATO CAP. 100 MG. CAJA C/30,CIPROFIBRATO,ANTIBIOTICOS DE MEXICO,N,7501349020931,$117.71,Antibióticos
AMGI-228,VALACICLOVIR COMP. 500 MG. CAJA C/10,VALACICLOVIR,ANTIBIOTICOS DE MEXICO,N,7501349021945,$206.64,Antivirales
AMGI-229,CLARITROMICINA TAB. 500 MG. CAJA C/10,CLARITROMICINA,ANTIBIOTICOS DE MEXICO,N,7501349021686,$64.29,
AMGI-23,AMOXICILINA CAP. 500 MG. CAJA C/12,AMOXICILINA,ANTIBIOTICOS DE MEXICO,N,7501349021570,$21.73,Antibióticos
AMGI-230,ETORICOXIB COMPR. 90 MG. CAJA C/28,ETORICOXIB,ANTIBIOTICOS DE MEXICO,N,7501349027992,$123.65,
AMGI-231,FLUCONAZOL CAP. 100 MG. C/10,FLUCONAZOL,ANTIBIOTICOS DE MEXICO,N,7501349020139,$21.84,Antifúngicos
AMGI-231,FLUCONAZOL CAP. 100 MG. C/10,FLUCONAZOL,ANTIBIOTICOS DE MEXICO,N,7501349020139,$21.84,Antifúngicos
AMGI-232,SUCRALFATO TAB. 1 G. CAJA C/40,SUCRALFATO,ANTIBIOTICOS DE MEXICO,N,7501349022805,$69.22,
AMGI-232,SUCRALFATO TAB. 1 G. CAJA C/40,SUCRALFATO,ANTIBIOTICOS DE MEXICO,N,7501349022805,$69.22,
AMGI-233,DONEPECILO TAB. 10 MG. CAJA C/28,DONEPECILO,ANTIBIOTICOS DE MEXICO,N,7501349024946,$329.84,
AMGI-234,KETOROLACO TAB. SUBLINGUAL 30 MG. CAJA C/4,KETOROLACO TROMETAMINA,ANTIBIOTICOS DE MEXICO,N,7501349024328,$5.94,Analgésicos / AINEs
AMGI-235,"LEVETIRACETAM TAB. 1,000 MG. FCO. C/30",LEVETIRACETAM,ANTIBIOTICOS DE MEXICO,N,7501349022249,$144.82,
